"AUD","HUF","JPY","NOK","SEK","GBP"
1.6458,268.45,133.54,8.7355,9.1175,0.6832
1.6356,267.15,134.43,8.6975,9.1062,0.6838
1.6296,264.24,134.51,8.819,9.126,0.6821
1.6276,265.3,133.84,8.8155,9.1118,0.6779
1.6279,264.6,135.04,8.86,9.1567,0.6774
1.6194,263.35,135.04,8.82,9.1462,0.6778
1.6124,263.75,134.39,8.812,9.1719,0.6758
1.6139,263.55,135.75,8.784,9.1935,0.6747
1.6108,262.85,135.65,8.7985,9.1956,0.6736
1.6081,261.7,135.85,8.796,9.18,0.6708
1.6117,261.65,136.51,8.823,9.1866,0.6734
1.6272,261,136.12,8.783,9.1975,0.6755
1.6259,258.85,136.48,8.7775,9.1983,0.6712
1.6207,258.65,137.24,8.826,9.2337,0.6682
1.6173,258.68,136.4,8.78,9.2191,0.6683
1.6159,257.05,135.63,8.737,9.2315,0.67
1.6148,256.3,136.28,8.717,9.251,0.6683
1.6071,255.95,135.98,8.685,9.2481,0.667
1.6192,256.38,133.81,8.6985,9.255,0.6633
1.6178,254.35,134.43,8.6365,9.2151,0.6663
1.625,256.22,135.5,8.665,9.2,0.6704
1.6322,254.05,138.6,8.651,9.1652,0.6678
1.6242,253.85,137.7,8.644,9.1653,0.6721
1.6384,253.56,136.36,8.656,9.1748,0.6756
1.663,252.55,135.58,8.584,9.207,0.6792
1.6748,253.85,136.15,8.56,9.2376,0.6814
1.6727,253.83,136.02,8.4895,9.2563,0.6818
1.6656,255,135,8.479,9.238,0.6792
1.6576,254.95,132.75,8.462,9.2438,0.6756
1.6522,254.45,131.22,8.502,9.2493,0.6722
1.6499,253.56,132,8.515,9.2713,0.6735
1.643,253.2,132.17,8.429,9.2185,0.6694
1.6355,251.9,131.17,8.432,9.2272,0.6664
1.6337,251.07,129.76,8.429,9.2414,0.6653
1.6404,251.02,128.72,8.458,9.281,0.6725
1.6314,251.06,128.59,8.446,9.2665,0.6698
1.6285,250.45,128.13,8.4525,9.2665,0.6674
1.6179,249.85,128.99,8.4085,9.2596,0.6681
1.6052,249.25,126.97,8.436,9.2581,0.6659
1.6125,249.7,127.82,8.474,9.234,0.6666
1.6095,249.3,128.36,8.408,9.2231,0.6663
1.5995,248.1,126.34,8.3735,9.193,0.6636
1.5931,247.68,128.24,8.375,9.2018,0.6582
1.5871,248.1,127.94,8.3835,9.1615,0.6586
1.5915,248.75,128.37,8.3616,9.1645,0.6601
1.5781,249.25,126.92,8.308,9.1363,0.6556
1.6065,250.3,128.44,8.306,9.1755,0.6621
1.6156,253.9,129.39,8.272,9.1868,0.668
1.6191,252.44,129.49,8.282,9.2072,0.6684
1.6106,251.69,129.92,8.2955,9.2088,0.6664
1.6119,250.25,128.61,8.278,9.1688,0.6643
1.6254,250.24,129.79,8.28,9.1585,0.6682
1.6238,251.62,130.08,8.253,9.1432,0.6714
1.6226,250.32,129.55,8.238,9.1375,0.6698
1.6144,249.85,128.93,8.2415,9.1083,0.6636
1.6212,250.4,130.47,8.227,9.1142,0.6638
1.6304,251.45,130.17,8.203,9.1163,0.6665
1.6525,253.77,130.86,8.171,9.1188,0.6713
1.6577,251.15,131.87,8.221,9.1483,0.6737
1.6606,251.75,131.51,8.2105,9.1425,0.675
1.6611,251.3,132.53,8.232,9.1383,0.6746
1.6638,250.83,131.93,8.173,9.1389,0.6769
1.6595,251.5,132.64,8.161,9.106,0.6746
1.6782,252.37,133.54,8.093,9.1028,0.6719
1.7035,256.35,134.43,8.099,9.1259,0.6678
1.7009,254.2,134.32,8.197,9.1703,0.672
1.6976,254.55,134.18,8.2015,9.1698,0.6697
1.7255,255.95,135.14,8.163,9.1415,0.6703
1.7199,256.45,135.52,8.185,9.164,0.6739
1.737,253.85,136.68,8.2775,9.192,0.6796
1.7423,253.51,136.43,8.274,9.162,0.6774
1.7217,252.75,135.29,8.301,9.1243,0.6732
1.7179,252.65,134.87,8.2685,9.0735,0.6733
1.7178,253.25,134.78,8.251,9.1051,0.6717
1.7115,252.3,134.62,8.235,9.097,0.6683
1.7143,252.08,136.05,8.222,9.1262,0.6682
1.711,251.8,135.07,8.217,9.1106,0.6664
1.7055,251.17,135.59,8.184,9.087,0.6662
1.7164,251.2,135.77,8.212,9.115,0.6673
1.7032,251.4,133.24,8.1993,9.0893,0.6647
1.7109,251.4,134.04,8.18,9.102,0.6658
1.7504,251.56,135.64,8.193,9.131,0.665
1.7585,251.79,136.19,8.191,9.1475,0.6655
1.7667,252.11,135.78,8.182,9.1467,0.6639
1.7521,251.75,135.36,8.186,9.1333,0.6703
1.7507,251.15,135.08,8.1885,9.104,0.6684
1.7442,251.98,132.57,8.183,9.0925,0.6646
1.7374,253.1,131.84,8.28,9.1475,0.6614
1.7334,253.6,132.19,8.2925,9.1589,0.6593
1.7469,253.45,133.45,8.3325,9.1794,0.6637
1.7628,253.4,134.01,8.304,9.1495,0.6644
1.7429,252.97,132.63,8.297,9.1458,0.6594
1.7499,254.98,131.8,8.348,9.1495,0.6561
1.7523,255.28,131.42,8.381,9.1485,0.656
1.7526,254.35,131.19,8.3515,9.1453,0.6612
1.7608,255.35,131.17,8.324,9.162,0.664
1.7609,254.2,131.6,8.354,9.1635,0.6651
1.7412,253.25,130.32,8.358,9.1688,0.6681
1.7379,253,130.84,8.2785,9.1488,0.6666
1.7457,253.4,131.59,8.3145,9.1493,0.6666
1.7497,252.85,131.83,8.3285,9.1275,0.6682
1.7554,251.6,132.4,8.4365,9.1451,0.6707
1.7283,251.35,131.64,8.441,9.1615,0.6701
1.7303,251.15,132.64,8.4925,9.1785,0.6687
1.7232,250.2,133.98,8.489,9.1859,0.6705
1.7169,250.33,134.38,8.4665,9.1885,0.6693
1.7127,250.7,133.96,8.4405,9.1813,0.6676
1.7189,250.87,134.58,8.462,9.1755,0.6668
1.7196,251.7,134.24,8.4545,9.1845,0.6684
1.7072,251.58,134.12,8.458,9.2002,0.6667
1.7034,250.65,133.97,8.4735,9.2048,0.6647
1.7069,249.93,134.8,8.518,9.212,0.6662
1.7102,250.25,134.98,8.515,9.1955,0.6677
1.7047,250.1,135.37,8.478,9.1981,0.6645
1.6934,249.53,134.26,8.477,9.1975,0.6636
1.6987,249.55,134.31,8.487,9.2091,0.6669
1.703,249.94,134.08,8.505,9.1815,0.6673
1.712,249.78,134.26,8.48,9.1923,0.6653
1.7175,248.99,134.06,8.477,9.1906,0.6632
1.7114,249.03,133.22,8.507,9.203,0.6611
1.7079,248.39,133.62,8.494,9.2033,0.661
1.7266,247.98,134.15,8.4605,9.2105,0.6616
1.7283,247.35,135,8.456,9.2274,0.663
1.7165,248.3,134.19,8.42,9.2357,0.6625
1.7146,248.7,134.09,8.442,9.214,0.6601
1.7183,250.75,133.23,8.426,9.2092,0.6607
1.7079,250.14,133.72,8.4145,9.1938,0.6596
1.7112,248.9,134.13,8.3675,9.1803,0.6612
1.7158,248.21,134.62,8.34,9.1821,0.6619
1.7107,246.54,135.77,8.3205,9.1978,0.6661
1.7149,246.58,136.08,8.3215,9.1823,0.6692
1.7167,247.63,135.84,8.329,9.2,0.669
1.7131,247.75,135.86,8.319,9.202,0.6695
1.7231,248.6,136.5,8.289,9.2198,0.6701
1.7207,248.15,136.66,8.28,9.2389,0.6702
1.7211,247.33,136.45,8.281,9.2324,0.6713
1.7235,247.3,135.56,8.319,9.2187,0.6748
1.7124,249.5,135.36,8.2945,9.2185,0.6765
1.7027,251.58,134.76,8.246,9.1985,0.6743
1.7006,251.54,134.19,8.262,9.1783,0.6744
1.7121,249.25,133.02,8.283,9.1613,0.6725
1.7122,249.4,133.19,8.313,9.1546,0.6727
1.7141,249.23,133.04,8.336,9.1405,0.6732
1.7094,249.13,132.36,8.353,9.1226,0.6718
1.7187,249.33,132.37,8.355,9.1222,0.6726
1.7298,249.25,133.05,8.401,9.1263,0.6755
1.7305,248.55,133.09,8.3695,9.137,0.6777
1.7437,248.23,133.05,8.3475,9.1211,0.6791
1.745,247.7,132.96,8.3115,9.137,0.6799
1.7446,247.88,132.88,8.3225,9.1318,0.6782
1.7453,247.86,132.54,8.3365,9.1335,0.6812
1.7447,248.55,132.01,8.3335,9.101,0.6788
1.7607,249.59,133.71,8.3055,9.1171,0.6828
1.7673,250.93,134.61,8.3225,9.0981,0.6832
1.7545,249.22,134.91,8.3495,9.0915,0.6801
1.749,248.38,134.46,8.363,9.1003,0.6814
1.7502,247.95,134.19,8.398,9.1175,0.6848
1.7449,247.2,133.24,8.4375,9.127,0.6798
1.7441,247.68,134.32,8.435,9.1091,0.6801
1.736,246.99,133.21,8.42,9.0816,0.6804
1.7442,246.03,134.57,8.395,9.0573,0.6834
1.7394,246.23,135.37,8.3935,9.0536,0.6835
1.7258,245.9,136.34,8.341,9.0539,0.6837
1.722,246.32,136.17,8.339,9.039,0.6832
1.719,245.98,136.3,8.3655,9.0484,0.6787
1.719,246.95,137.4,8.3505,9.0558,0.6801
1.7202,246.89,136.62,8.351,9.0526,0.6818
1.7212,247.41,137.17,8.341,9.0588,0.6868
1.7151,246.25,136.85,8.328,9.0288,0.6909
1.7064,246.95,136.54,8.295,9.0448,0.6886
1.7014,245.61,136.51,8.278,9.04,0.6896
1.7026,245.79,136.45,8.27,9.0353,0.6895
1.6917,246.23,136.84,8.2855,9.0463,0.6906
1.6944,246.18,136.05,8.3,9.068,0.6891
1.6881,245.55,135.32,8.226,9.0515,0.6903
1.6858,246.3,135.22,8.1925,9.0578,0.6889
1.6986,247.15,134.91,8.226,9.0633,0.6863
1.6987,247.6,135.41,8.1955,9.0916,0.6876
1.7016,247.85,135.66,8.216,9.1078,0.6895
1.7103,247.35,136.51,8.239,9.0985,0.6918
1.7175,246.62,135.81,8.24,9.0817,0.6943
1.714,246.28,136.43,8.23,9.0734,0.6963
1.7125,246.89,135.73,8.2345,9.0789,0.6901
1.7106,246.92,135.64,8.2115,9.094,0.691
1.7127,247.15,136.3,8.2265,9.0775,0.6946
1.7123,247.78,136.51,8.237,9.0427,0.6956
1.708,247.63,136.37,8.162,9.0238,0.6946
1.7127,246.38,135.2,8.1935,9.0426,0.6957
1.7088,246.04,135.13,8.1465,9.053,0.6956
1.7079,245.93,135.53,8.127,9.0525,0.6958
1.7046,245.67,135.17,8.178,9.0422,0.6916
1.6941,245.9,135.86,8.193,9.063,0.6919
1.6992,245.44,136.64,8.154,9.0793,0.6966
1.6967,245.65,136.51,8.179,9.108,0.6977
1.7031,245.27,136.56,8.191,9.0886,0.6969
1.7049,245.41,136.57,8.23,9.116,0.6963
1.7005,244.7,137.44,8.178,9.0665,0.6987
1.6974,244.46,137.65,8.145,9.0233,0.7002
1.6861,244.45,136.93,8.113,8.9663,0.7006
1.6767,243.87,136.48,8.083,8.9613,0.6989
1.678,244.43,136.64,8.0935,8.9625,0.6996
1.6709,244.6,135.97,8.1265,8.971,0.7014
1.6685,245.92,135.54,8.1265,8.9645,0.7025
1.6645,246.8,134.97,8.132,8.9695,0.7012
1.6657,246.2,134.47,8.168,8.9569,0.7026
1.663,244.8,134.81,8.156,8.9465,0.6995
1.6687,245.1,135.26,8.132,8.927,0.6998
1.6703,245.73,135.75,8.1195,8.926,0.7006
1.6821,245.22,136.39,8.106,8.9214,0.6997
1.689,246.54,136.24,8.07,8.921,0.701
1.7147,245.74,136.54,8.105,8.9238,0.6966
1.7236,244.83,136.83,8.1295,8.9396,0.6916
1.7071,244.37,136.78,8.1665,8.9755,0.6891
1.7204,244.75,137.05,8.175,8.951,0.6901
1.731,245.49,137.47,8.143,8.8992,0.6918
1.7319,245.74,138.3,8.1355,8.9065,0.6906
1.7586,245.8,138.63,8.2105,8.9627,0.6895
1.7639,247.23,139.17,8.241,8.994,0.6919
1.7609,247.78,139.59,8.218,9.014,0.6912
1.7505,247.21,139.01,8.204,8.9675,0.6923
1.7494,246.58,139.7,8.2,8.9573,0.6915
1.7561,245.75,139.51,8.226,8.9963,0.6912
1.7516,245.65,138.93,8.1855,8.9615,0.6863
1.7479,245.58,138.37,8.217,8.998,0.6858
1.7516,244.93,139.44,8.229,8.963,0.6874
1.7476,245.05,139.85,8.2575,8.9695,0.6923
1.7442,245.71,139.18,8.283,9.0245,0.699
1.758,245.88,139.88,8.2825,9.0275,0.7013
1.7587,246.25,140.26,8.2815,9.035,0.7033
1.7526,245.6,140.34,8.265,9.0292,0.7036
1.7495,245.88,140.49,8.272,8.987,0.7032
1.7477,245.78,140.76,8.275,8.9883,0.7083
1.7539,245.63,141.03,8.2435,9.0155,0.7088
1.7459,245.97,139.65,8.2365,9.0206,0.705
1.7329,245.58,138.84,8.2135,8.9758,0.7073
1.73,245.38,138.49,8.246,9.0385,0.7062
1.7354,246.17,138.09,8.2835,9.0373,0.7048
1.7314,247.93,138.3,8.2535,9.0339,0.7039
1.7301,248.58,138.06,8.221,9.0298,0.7028
1.7256,247.8,136.83,8.227,9.043,0.6978
1.726,246.4,136.7,8.2045,9.028,0.7001
1.7326,247.75,135.47,8.194,9.055,0.6999
1.7283,246.91,135.71,8.186,9.0481,0.703
1.7242,246.98,134.32,8.175,9.0483,0.7006
1.7243,246.08,133.52,8.195,9.0432,0.7031
1.7285,246.44,134.08,8.161,9.035,0.6978
1.7145,246.53,133.98,8.1475,9.0295,0.6966
1.708,246.98,133.22,8.179,9.0217,0.6933
1.6979,246.63,134.6,8.197,9.057,0.6953
1.6995,246.38,134.34,8.1915,9.0615,0.6956
1.6988,245.98,134.85,8.2065,9.0701,0.6956
1.6879,245.61,134.47,8.228,9.0725,0.6927
1.6847,245.3,134.78,8.243,9.078,0.6919
1.6847,245.13,134.69,8.25,9.0875,0.6926
1.6826,245.6,134.96,8.26,9.1057,0.6912
1.6896,245.25,135.16,8.2945,9.0945,0.6926
1.6864,245.18,135.3,8.269,9.0763,0.6923
1.68,244.37,135.54,8.26,9.0633,0.6894
1.6835,243.79,134.71,8.292,9.0853,0.6883
1.6614,243.98,133.98,8.346,9.0723,0.6867
1.6708,244.16,134.85,8.396,9.0883,0.6876
1.6647,244.3,134.85,8.354,9.0755,0.6858
1.6477,244.46,135.96,8.4305,9.091,0.6883
1.6438,244.47,136.11,8.422,9.0975,0.6897
1.6471,244.27,136.2,8.4165,9.0972,0.6873
1.6574,244.33,136.42,8.372,9.0706,0.6885
1.6626,243.85,137,8.359,9.0761,0.6914
1.6597,243.27,137.8,8.366,9.1048,0.6912
1.659,243.05,137.63,8.288,9.0914,0.6891
1.6558,243.65,137.76,8.2855,9.12,0.6891
1.6639,242.97,137.42,8.27,9.0993,0.6913
1.6695,242.14,138.45,8.2605,9.098,0.6917
1.6816,242.11,139.07,8.235,9.0734,0.6939
1.6824,242.28,138.74,8.2615,9.0724,0.6897
1.673,241.84,138.04,8.22,9.0576,0.6897
1.6771,241.78,137.9,8.212,9.0517,0.6879
1.6792,242.21,137.43,8.206,9.0627,0.6859
1.6746,242.23,137.83,8.221,9.0464,0.6878
1.6715,242.44,138.33,8.2275,9.0555,0.6876
1.6682,241.8,138.88,8.216,9.0365,0.6896
1.6655,241.53,138.94,8.201,9.0499,0.6889
1.6855,241.68,139.18,8.175,9.053,0.6938
1.6938,243.88,139.62,8.174,9.0693,0.6965
1.6944,243.2,139.67,8.177,9.063,0.6986
1.6995,245.13,140.12,8.176,9.075,0.6974
1.6911,244.78,139.74,8.186,9.0958,0.6962
1.6906,246.08,139.33,8.201,9.09,0.696
1.6876,247.84,139.72,8.141,9.1023,0.6959
1.6802,245.66,139.28,8.128,9.1144,0.6935
1.6751,247.15,139.09,8.14,9.1371,0.6941
1.6709,246.03,138.45,8.1735,9.1392,0.6941
1.679,247.7,137.7,8.1818,9.1114,0.6946
1.6803,247.28,138.1,8.2,9.1087,0.6944
1.6736,248.25,138.61,8.219,9.1197,0.6899
1.679,247.15,139.13,8.186,9.1325,0.6877
1.6763,247.2,138.44,8.206,9.143,0.6885
1.6803,247.25,139.07,8.195,9.1687,0.6866
1.6777,247.36,139.18,8.198,9.1818,0.687
1.6758,247.44,139.16,8.164,9.1765,0.6841
1.6804,247.23,139.75,8.167,9.1612,0.6851
1.6798,246.4,139.84,8.162,9.1478,0.6874
1.6717,245.96,139.46,8.1635,9.1597,0.6859
1.6745,245.87,139.76,8.173,9.1703,0.6864
1.6738,245.93,139.97,8.176,9.1578,0.6854
1.6598,246.15,138.71,8.191,9.1515,0.6834
1.6598,246.87,138.64,8.2465,9.168,0.6814
1.6717,247.75,139.08,8.232,9.1785,0.682
1.69,248.47,139.6,8.22,9.177,0.6832
1.6947,250.4,139.54,8.2075,9.2005,0.6807
1.684,248.23,139.5,8.1865,9.1923,0.6813
1.6872,248.2,140.27,8.156,9.1855,0.6847
1.6773,249.15,138.96,8.1625,9.1704,0.6828
1.6637,249.98,137.31,8.155,9.1523,0.6786
1.6661,249.23,137.54,8.1315,9.1453,0.6812
1.6654,249.52,137.35,8.127,9.1403,0.6796
1.6591,252.09,136.63,8.145,9.1413,0.6773
1.6565,252.51,136.24,8.143,9.1805,0.6775
1.6481,252.05,135.54,8.1365,9.1994,0.6763
1.6625,251.55,135.23,8.144,9.2249,0.68
1.6652,250.05,135.21,8.1115,9.1718,0.6817
1.6589,248.91,135.28,8.1119,9.168,0.6807
1.6622,249.68,135.71,8.1115,9.1633,0.6821
1.6588,249.5,135.46,8.1265,9.1823,0.6815
1.6615,251.33,135.86,8.091,9.2005,0.6828
1.6543,250.68,135.7,8.083,9.2008,0.6841
1.6565,250.38,135.66,8.092,9.2105,0.6833
1.6581,250.56,135.2,8.096,9.2067,0.6802
1.6698,252.7,135.63,8.1136,9.224,0.6869
1.6701,252.98,135.52,8.0956,9.226,0.6874
1.669,252.65,135.44,8.094,9.2162,0.6884
1.6669,251.45,135.62,8.1135,9.191,0.6872
1.6636,251.95,135.98,8.1345,9.1885,0.6872
1.6599,252.45,135.45,8.113,9.18,0.6863
1.6527,253.9,135.39,8.0885,9.1812,0.6876
1.6528,255.18,135.33,8.056,9.1783,0.6878
1.6473,254.26,135.58,8.009,9.2,0.6874
1.6475,253.16,135.27,7.971,9.1975,0.6871
1.6386,254.01,134.68,7.9585,9.1768,0.6849
1.6309,253.6,133.47,7.939,9.1608,0.6771
1.6347,254.09,132.84,7.917,9.14,0.6754
1.6305,252.79,132.72,7.906,9.1528,0.6754
1.6241,250.63,132.57,7.898,9.141,0.6757
1.6104,249.36,131.44,7.8725,9.1357,0.6748
1.601,249.45,131.13,7.857,9.1304,0.6715
1.6013,249.98,131.69,7.9,9.193,0.671
1.5946,250.56,131.37,7.9135,9.201,0.6713
1.5952,249.97,131.42,7.8375,9.2228,0.6704
1.586,249.58,131.74,7.8485,9.2665,0.6683
1.583,248.98,132.33,7.8765,9.2835,0.6695
1.5757,248.68,132.06,7.871,9.264,0.6667
1.5738,247.97,132.26,7.8615,9.275,0.6646
1.567,247.89,132.47,7.863,9.2403,0.6678
1.5695,248.47,133.09,7.877,9.2273,0.6685
1.5617,247.92,132.2,7.874,9.2373,0.6645
1.5601,247.73,131.79,7.876,9.2711,0.6652
1.5593,247.28,130.88,7.93,9.3735,0.6624
1.5647,247.17,131.92,7.9725,9.4015,0.663
1.5815,247.72,132.91,7.939,9.3723,0.6651
1.579,247.77,132.94,7.9465,9.393,0.6646
1.5828,247.66,133.03,7.897,9.4333,0.6669
1.5885,247.24,133.95,7.9155,9.4259,0.6742
1.596,246.64,134.24,7.881,9.4866,0.679
1.5876,247.15,132.67,7.8815,9.474,0.6765
1.6039,247.2,133.03,7.914,9.4352,0.6774
1.605,247.22,133.23,7.914,9.3693,0.6785
1.6094,248.56,133.53,7.916,9.4287,0.6851
1.6089,247.82,133.84,7.8755,9.4296,0.6863
1.6129,247.04,134.4,7.912,9.4744,0.688
1.6143,246.27,135.33,7.8965,9.456,0.6882
1.6176,247.13,135.67,7.8895,9.3855,0.6899
1.6062,246.68,135.24,7.922,9.3809,0.6865
1.6087,246.66,135.35,7.9695,9.4148,0.6862
1.6108,246.48,135.29,7.9515,9.373,0.6899
1.5985,246.35,135.07,8.016,9.4254,0.6878
1.6002,246.36,136.35,7.961,9.422,0.6943
1.5942,245.56,135.21,7.952,9.457,0.696
1.5859,245.73,134.98,7.974,9.4528,0.6951
1.5857,245.52,134.87,7.9155,9.421,0.6944
1.5814,246.09,134.56,7.89,9.4493,0.6896
1.5889,245.27,134.92,7.9035,9.4385,0.6903
1.5976,245.08,136,7.8985,9.4,0.6907
1.5904,244.99,135.91,7.887,9.4048,0.6893
1.6057,244.97,136.67,7.8575,9.393,0.6914
1.5979,244.91,136.07,7.8465,9.3721,0.6893
1.6001,244.37,136.81,7.8425,9.3803,0.6911
1.599,244.24,137.33,7.879,9.3385,0.6938
1.6069,244.09,138.13,7.8955,9.3338,0.6956
1.6145,243.75,138.13,7.93,9.3242,0.6916
1.6246,243.95,138.64,7.8905,9.359,0.6929
1.6207,243.61,137.4,7.8965,9.3545,0.6904
1.6103,243.65,136.94,7.8975,9.3223,0.6883
1.6105,243.92,136.32,7.8885,9.3016,0.6867
1.6036,244.16,135.54,7.951,9.3064,0.6836
1.604,243.85,134.63,7.9515,9.3084,0.6815
1.6103,244.24,134.85,7.9215,9.3309,0.6793
1.6169,243.59,134.82,7.944,9.3233,0.6775
1.6199,243.59,134.51,7.9805,9.3425,0.6784
1.6177,243.95,133.93,7.9835,9.3658,0.6782
1.6194,246.08,134.61,8.0085,9.3674,0.6802
1.618,245.78,134.77,7.964,9.3333,0.6804
1.6173,245.6,135.02,7.9255,9.3313,0.682
1.6209,245.59,134.93,7.926,9.3291,0.6818
1.6292,245.8,135.73,7.897,9.3193,0.6816
1.6299,245.05,135.81,7.9355,9.3386,0.6827
1.6343,244.48,136.06,7.866,9.3401,0.6829
1.6374,243.86,136.95,7.8445,9.3325,0.6834
1.6411,243.85,137.66,7.7825,9.2905,0.6818
1.6329,243.75,136.69,7.825,9.294,0.6785
1.6271,243.85,136.75,7.827,9.3124,0.6767
1.6224,244.16,136.97,7.8065,9.328,0.6771
1.6129,244.38,137.16,7.7895,9.32,0.6762
1.607,244.35,136.63,7.798,9.337,0.6754
1.5945,244.53,135.2,7.8015,9.2834,0.6744
1.5988,245.55,136.17,7.821,9.309,0.6741
1.5953,245.42,135.42,7.814,9.333,0.6734
1.589,245.29,134.89,7.7915,9.316,0.6765
1.5933,245.32,135.78,7.7945,9.3305,0.6765
1.5887,245.73,135.31,7.794,9.33,0.6728
1.5768,245.73,135.43,7.777,9.3393,0.6734
1.5834,246.29,135.95,7.7925,9.3345,0.6751
1.5909,247.34,135.89,7.779,9.3615,0.6787
1.5935,248.08,135.07,7.791,9.3683,0.6785
1.5919,246.95,135.21,7.8215,9.357,0.679
1.5907,247.25,136.01,7.8205,9.3875,0.6803
1.5858,248.31,136.08,7.8265,9.3887,0.681
1.5831,248.75,135.92,7.816,9.3715,0.6826
1.5828,249.61,136.25,7.877,9.3267,0.6819
1.5653,250.65,136.07,7.8855,9.3086,0.68
1.5627,250.49,136.44,7.8815,9.321,0.6786
1.5726,249.35,136.06,7.891,9.3014,0.6779
1.5929,251.75,137.3,7.8735,9.3108,0.6817
1.6016,250.61,137.82,7.888,9.3375,0.687
1.5929,250.83,137.9,7.8715,9.3537,0.6883
1.5929,249.96,137.22,7.845,9.3353,0.6865
1.5927,250.35,137.49,7.802,9.3507,0.6865
1.5993,252.62,137.54,7.8145,9.372,0.6849
1.5982,253.48,137.67,7.8335,9.4369,0.6854
1.6024,251.75,138,7.8175,9.463,0.6846
1.5997,252.35,138.29,7.821,9.4712,0.6842
1.5961,253.42,138.07,7.8035,9.4695,0.6801
1.5919,253.51,138.19,7.8,9.465,0.6767
1.6005,254.16,138.87,7.7925,9.49,0.6771
1.5969,253.46,138.15,7.8265,9.5297,0.6759
1.5976,253.11,138.78,7.834,9.488,0.6766
1.5981,252.6,139.67,7.822,9.493,0.6798
1.5983,252.43,139.89,7.811,9.5045,0.6794
1.6114,251.36,140.03,7.809,9.5295,0.6809
1.6037,250.54,139.64,7.806,9.536,0.6766
1.609,250.61,140.02,7.7825,9.578,0.679
1.6192,250.39,140.26,7.785,9.5973,0.679
1.6222,248.23,140.76,7.8075,9.6148,0.6783
1.6207,249.13,140.52,7.7975,9.5915,0.6764
1.6138,249.59,139.23,7.782,9.6045,0.6765
1.6055,248.66,138.22,7.794,9.5525,0.6761
1.5995,248.85,137.68,7.7485,9.5645,0.6753
1.6041,251.27,138.41,7.737,9.5918,0.6729
1.5989,251.13,138.11,7.745,9.5888,0.6731
1.607,250.11,139.06,7.779,9.5458,0.6728
1.602,250.26,139.11,7.793,9.6325,0.6732
1.6026,250.63,139.4,7.8135,9.6126,0.6769
1.5944,252.23,138.82,7.8545,9.6133,0.6795
1.5966,252.63,139.27,7.882,9.5675,0.6815
1.6022,253.85,140.41,7.8935,9.5722,0.6867
1.5965,254.18,139.72,7.8505,9.5426,0.6846
1.5988,252.55,139.78,7.863,9.5162,0.6846
1.5939,251.76,140.03,7.873,9.511,0.6835
1.5975,251.57,140.44,7.877,9.4647,0.6834
1.5949,251.03,140.39,7.87,9.4585,0.6855
1.5933,251.46,140.57,7.949,9.502,0.6843
1.5925,252.67,140.8,7.9715,9.5272,0.6822
1.5852,253.24,141.18,7.972,9.5163,0.6798
1.572,252.3,141.36,7.917,9.426,0.6775
1.5698,251.78,142.19,7.894,9.4243,0.6773
1.5644,252.79,142.64,7.875,9.3862,0.6791
1.5686,253.45,141.68,7.926,9.3949,0.6769
1.5762,255.65,141.82,7.925,9.4217,0.675
1.5709,256.07,142.01,7.927,9.4224,0.6732
1.5831,254.45,143.46,7.9775,9.4405,0.6743
1.5822,252.82,143.47,7.952,9.4415,0.6743
1.5892,252.23,142.23,7.951,9.44,0.6783
1.6026,252.67,139.28,7.9595,9.418,0.6767
1.6122,253.13,139.28,7.9685,9.479,0.6775
1.611,252.65,139.24,8.011,9.4295,0.6796
1.6181,251.25,139.36,8.033,9.3887,0.6782
1.6184,251.19,139.18,8.0495,9.43,0.679
1.6171,250.85,138.84,8.0325,9.4327,0.681
1.627,251.5,138.34,8.029,9.46,0.6834
1.6261,251.36,138.61,8.018,9.4753,0.6829
1.632,251.58,139.61,8.029,9.4367,0.6863
1.6197,252.51,139.43,8.0165,9.4104,0.6883
1.6109,252.87,138.9,7.985,9.3885,0.6853
1.6125,252.69,139.56,7.9805,9.3977,0.6865
1.6145,251.47,139.45,7.9615,9.355,0.6873
1.6243,251.02,140.19,7.9335,9.3521,0.6882
1.6206,250.43,140.31,7.9325,9.3263,0.6888
1.6174,250.79,140.21,7.9295,9.3139,0.6888
1.6077,249.64,137.85,7.935,9.338,0.6834
1.6045,250.6,138.12,7.981,9.353,0.6833
1.6061,249.88,138.31,8.031,9.3499,0.6884
1.6059,250.19,137.5,8.078,9.3322,0.6846
1.604,250.51,138.13,8.0475,9.3063,0.6814
1.6066,250.32,139.23,8.049,9.3293,0.6855
1.6045,250.08,139.23,8.1065,9.3325,0.6854
1.6181,251.79,139.51,8.124,9.3297,0.6864
1.6217,251.38,139.06,8.129,9.3395,0.6878
1.6129,250.6,139.15,8.0845,9.3035,0.6853
1.6287,250,140.35,8.0495,9.26,0.6878
1.6363,249.98,140.45,8.046,9.2698,0.6878
1.6273,248.75,141.12,8.031,9.2687,0.6867
1.6223,249.54,141.85,8.069,9.2512,0.6859
1.6188,251.53,142.19,8.088,9.2584,0.6846
1.6118,251.64,141.99,8.1275,9.2265,0.6836
1.607,252.71,142.17,8.092,9.2503,0.6843
1.6042,251.45,142.22,8.0585,9.2352,0.6806
1.6029,250.78,143.04,8.0505,9.2835,0.6788
1.6037,251.07,143.05,8.0225,9.278,0.6791
1.6051,250.36,142.28,8.047,9.2972,0.6833
1.6123,249.9,141.24,8.0465,9.307,0.6859
